"Tagline";"Entdecke eine faszinierende Welt über und unter der Erde, baue dein Dorf auf und erlebe spannende Abenteuer in einer einzigartigen Mischung aus Strategie und Erzählung";
"Thumbnail";"https://cf.geekdo-images.com/U0wpvRmBe65e4vwGf0Jbpg__thumb/img/jHLwKKWiJ-lHoaNIj0TrKAGm7QM=/fit-in/200x150/filters:strip_icc()/pic2398773.jpg";
"2";"Difficulty (2 = easy)";
"1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"";
"ID";"245503";
"Name";"Abra Kazam!";
"Beschreibung";"In 'Abra Kazam!' treten die Spieler in einem zauberhaften Wettstreit gegeneinander an. Jeder Spieler übernimmt die Rolle eines Zauberers, der mit einem Zauberstab bewaffnet, verschiedene magische Gesten ausführen muss. Ziel ist es, die Zaubersprüche auf den Karten korrekt und schneller als die Mitspieler nachzuahmen. Dabei ist Geschicklichkeit gefragt, denn nicht nur die richtige Ausführung zählt, sondern auch die Geschwindigkeit. 'Abra Kazam!' bietet eine Mischung aus Geschick, Schnelligkeit und magischem Spaß, die sowohl Kinder als auch Erwachsene begeistert";
"Tagline";"Zauberstab schwingen, Zaubersprüche meistern und als schnellster Zauberer den magischen Wettstreit gewinnen!";
"Thumbnail";"https://cf.geekdo-images.com/L-fkWs8wBQjBCAizYMD6Zw__thumb/img/wdWFjnsFuVDZIasq4xRdzDrR-4o=/fit-in/200x150/filters:strip_icc()/pic4982602.jpg";
"2";"Difficulty (2 = easy)";
"2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"";
"ID";"27451";
"Name";"Activity 2";
"Beschreibung";"Activity 2 ist ein aufregendes Kommunikationsspiel, das Kreativität, Teamgeist und Improvisationstalent erfordert. Die Spieler müssen Begriffe zeichnen, pantomimisch darstellen oder umschreiben, während ihr Team versucht, diese innerhalb einer bestimmten Zeitspanne zu erraten. Mit einer Vielzahl von Begriffen und Schwierigkeitsgraden bietet das Spiel stundenlangen Spaß für die ganze Familie oder Freundesgruppen. Ob bei einem gemütlichen Spieleabend oder einer Party – Activity 2 sorgt für unvergessliche Momente und jede Menge Lachen";
"Tagline";"Erlebe kreativen Spielspaß mit Activity 2 – das Kommunikationsspiel voller Lachen und Überraschungen!";
"Thumbnail";"https://cf.geekdo-images.com/N9W3BKsUGDsKsIvImdQNEw__thumb/img/jRRjQCnJ-zPdMakhDt9wEpuVK0E=/fit-in/200x150/filters:strip_icc()/pic397342.jpg";
"2";"Difficulty (2 = easy)";
"1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"-2";"Release year (2 = new)";
"#####";"2";
"ID";"56406";
"Name";"Activity Club-Edition";
"Beschreibung";"Die Activity Club-Edition bringt den beliebten Klassiker in einer neuen, aufregenden Variante auf den Tisch, perfekt für gesellige Abende mit Freunden. Spieler treten in Teams gegeneinander an und versuchen, Begriffe durch Zeichnen, Erklären oder Pantomime darzustellen, während die Zeit abläuft. Die Herausforderungen sind dabei vielfältig und sorgen für viele Lacher und spannende Momente. Ob bei einer Party oder einem gemütlichen Abend – dieses Spiel fördert Kreativität, Teamgeist und sorgt für unvergessliche Stunden voller Spaß und Spannung";
"Tagline";"Activity Club-Edition: Kreativer Spielspaß für Freunde, die sich in Zeichnen, Erklären und Pantomime messen wollen";
"Thumbnail";"https://cf.geekdo-images.com/GqSXKvRT9GwimOwxqvyzwg__thumb/img/glMfZrAp7VZ6myxCszXdrlWQq2o=/fit-in/200x150/filters:strip_icc()/pic653689.jpg";
"2";"Difficulty (2 = easy)";
"2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"-2";"Release year (2 = new)";
"#####";"1";
"ID";"326494";
"Name";"The Adventures of Robin Hood";
"Beschreibung";"In 'The Adventures of Robin Hood' schlüpfen die Spieler in die Rollen von Robin Hood und seinen Gefährten. Gemeinsam erlebt ihr spannende Abenteuer im mittelalterlichen England, während ihr versucht, den Sheriff von Nottingham zu überlisten und den Armen zu helfen. Das Spiel bietet einen dynamischen Spielplan, der sich im Laufe des Spiels verändert, und ermöglicht eine einzigartige, erzählerische Spielerfahrung. Mit kooperativen Elementen und einer packenden Geschichte ist jedes Spiel ein neues Abenteuer voller Herausforderungen und taktischer Entscheidungen";
"Tagline";"Tauche ein in das mittelalterliche England und erlebe spannende Abenteuer mit Robin Hood und seinen Gefährten im Kampf gegen den Sheriff von Nottingham";
"Thumbnail";"https://cf.geekdo-images.com/QOCGlQyx_HU0nG1oRpeGVg__thumb/img/EQ1AGM0CcltWvTHR6Qcy-H7qGNo=/fit-in/200x150/filters:strip_icc()/pic6220819.jpg";
"2";"Difficulty (2 = easy)";
"1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"";
"ID";"191189";
"Name";"Aeon's End";
"Beschreibung";"Aeon's End ist ein kooperatives Deckbau-Brettspiel, bei dem die Spieler als Magier die unterirdische Stadt Gravehold vor den Angriffen der Namenlosen, schrecklichen Kreaturen aus einer anderen Dimension, verteidigen müssen. Jeder Spieler entwickelt sein Kartendeck, um mächtige Zauber zu wirken und taktisch gegen die Feinde vorzugehen. Das Spiel bietet innovative Mechaniken wie ein niemals gemischtes Deck und wechselnde Spielreihenfolgen, die strategisches Denken und Teamarbeit erfordern. Mit variablen Schwierigkeitsgraden und zahlreichen Erweiterungen bleibt jede Partie spannend und herausfordernd";
"Tagline";"Schlüpfe in die Rolle eines Magiers und verteidige die letzte Bastion der Menschheit gegen finstere Kreaturen in einem einzigartigen Deckbau-Abenteuer";
"Thumbnail";"https://cf.geekdo-images.com/d50LceHj6LIafa4S_qIsCg__thumb/img/KMFA-gXm_LbZpyXSAHbIZm-eAcQ=/fit-in/200x150/filters:strip_icc()/pic3189350.jpg";
"2";"Difficulty (2 = easy)";
"1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"3";
"ID";"31260";
"Name";"Agricola";
"Beschreibung";"In Agricola schlüpfen die Spieler in die Rolle von Bauern im Europa des 17. Jahrhunderts. Beginnend mit einem kleinen Holzhaus und einer Familie, besteht das Ziel darin, den eigenen Hof zu erweitern und zu verbessern. Durch den geschickten Einsatz von Ressourcen und Arbeiteraktionen müssen Felder bestellt, Tiere gezüchtet und Gebäude errichtet werden, um am Ende die meisten Siegpunkte zu erzielen. Agricola besticht durch strategische Tiefe und Wiederspielwert, während es die Balance zwischen Wachstum und Versorgung der Familie meistert";
"Tagline";"Vom einfachen Bauern zum erfolgreichen Landwirt: Meistere das Leben in Agricola";
"Thumbnail";"https://cf.geekdo-images.com/dDDo2Hexl80ucK1IlqTk-g__thumb/img/GHGdnCfeysoP_34gLnofJcNivW8=/fit-in/200x150/filters:strip_icc()/pic831744.jpg";
"2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"-2";"Release year (2 = new)";
"#####";"3";
"ID";"103182";
"Name";"Agricola: NL-Deck";
"Beschreibung";"Agricola: NL-Deck ist eine Erweiterung für das beliebte Brettspiel Agricola, die das Spiel um neue Karten mit niederländischem Thema ergänzt. Die Spieler schlüpfen in die Rolle niederländischer Bauern und nutzen spezielle Verbesserungen und Berufe, die auf der reichen landwirtschaftlichen Geschichte der Niederlande basieren. Diese Erweiterung bringt frischen Wind in das Spiel, indem es den Spielern erlaubt, neue Strategien zu entwickeln und ihre Farmen noch effizienter zu gestalten. Tauche ein in die Welt der niederländischen Landwirtschaft des 17. Jahrhunderts und meistere die neuen Herausforderungen";
"Tagline";"Entdecke die Herausforderungen der niederländischen Landwirtschaft im 17. Jahrhundert mit einzigartigen Verbesserungen und Berufen";
"Thumbnail";"https://cf.geekdo-images.com/r1BURqxicbZ7izV7P5QopA__thumb/img/QpsWXXG54R5GrUW3g6ntlrHeQyY=/fit-in/200x150/filters:strip_icc()/pic1216378.jpg";
"2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"-2";"Release year (2 = new)";
"#####";"3";
"ID";"103183";
"Name";"Agricola: World Championship Deck – 2011";
"Beschreibung";"Agricola: World Championship Deck – 2011 bringt die besten Strategien und Taktiken der Weltmeisterschaft in dein Wohnzimmer. Dieses Erweiterungsdeck für das beliebte Brettspiel Agricola bietet eine Auswahl einzigartiger Karten, die von den besten Spielern der Welt entwickelt wurden. Die Spieler müssen ihre landwirtschaftlichen Fähigkeiten unter Beweis stellen, um ihre Farmen auszubauen und zu optimieren. Durch geschicktes Ressourcenmanagement und kluge Entscheidungen können sie ihre Familie ernähren und Prestige erlangen. Dieses Deck bietet sowohl erfahrenen Spielern als auch Neulingen eine spannende Herausforderung";
"Tagline";"Erlebe den Wettstreit der besten Landwirte der Welt und erschaffe die erfolgreichste Farm in Agricola: World Championship Deck – 2011";
"Thumbnail";"https://cf.geekdo-images.com/J4yVTt1J-kpx4nDHwPl7ug__thumb/img/8HLmEeTeOMQFVXVMWp0ZFowynGg=/fit-in/200x150/filters:strip_icc()/pic1216379.jpg";
"2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"-2";"Release year (2 = new)";
"#####";"3";
"ID";"383064";
"Name";"AI Space Puzzle";
"Beschreibung";"AI Space Puzzle ist ein strategisches Brettspiel, das Spieler in die unendlichen Weiten des Universums entführt. Als intergalaktische Entdecker navigieren Sie durch mysteriöse Galaxien und arbeiten mit einer hochentwickelten künstlichen Intelligenz zusammen, um komplexe Rätsel zu lösen. Jeder Spielzug erfordert geschicktes Denken und Zusammenarbeit, um Ressourcen zu verwalten und verborgene Geheimnisse zu enthüllen. Mit anpassbaren Spielmodulen und variablen Herausforderungen bietet das Spiel endlosen Wiederspielwert und lädt zum kreativen Problemlösen ein";
"Tagline";"Erforschen Sie das Universum, lösen Sie Rätsel und entfesseln Sie die Kraft der KI im ultimativen Weltraumabenteuer";
"Thumbnail";"https://cf.geekdo-images.com/1rHgBNqf2jWuQn-31Af47A__thumb/img/s-OfQH75BhpfZ_pz1jcidZVYc_0=/fit-in/200x150/filters:strip_icc()/pic8014122.jpg";
"2";"Difficulty (2 = easy)";
"2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"1";"Release year (2 = new)";
"#####";"";
"ID";"247367";
"Name";"Air, Land, & Sea";
"Beschreibung";"In 'Air, Land, & Sea' treten zwei Spieler als rivalisierende Generäle gegeneinander an, um die Vorherrschaft über drei Schlachtfelder zu erlangen: Luft, Land und Meer. Jeder Spieler hat ein Deck aus 18 Karten zur Verfügung, die klug eingesetzt werden müssen, um die Kontrolle über die Schlachtfelder zu sichern. Die Spieler ziehen abwechselnd Karten und entscheiden, ob sie angreifen, verteidigen oder sich zurückziehen. Das Spiel fordert taktisches Denken und vorausschauende Planung, während man versucht, den Gegner mit strategischen Manövern zu überlisten und die meisten Schlachtfelder zu dominieren";
"Tagline";"Strategisches Kräftemessen über drei Schlachtfelder: Beherrsche Luft, Land und Meer, um den ultimativen Sieg zu erringen!";
"Thumbnail";"https://cf.geekdo-images.com/3wpYeNwO7k_yjpIN7IQwaw__thumb/img/kfzWQvTxwcVx_ljICqhu5Coq53Q=/fit-in/200x150/filters:strip_icc()/pic4387681.jpg";
"2";"Difficulty (2 = easy)";
"2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"1";
"ID";"6249";
"Name";"Alhambra";
"Beschreibung";"Alhambra ist ein strategisches Brettspiel, bei dem du als Baumeister antrittst, um die prachtvollste Alhambra zu errichten. Sammle geschickt verschiedene Währungen, um Gebäude wie Pavillons, Gärten und Serails zu erwerben und sie in deinem Komplex zu platzieren. Plane klug, um die wertvollsten Bauwerke zu erwerben und deinen Mitspielern zuvorzukommen. Je besser du deine Alhambra gestaltest, desto mehr Punkte erhältst du. Mit einer Mischung aus Strategie, Planung und ein wenig Glück forderst du deine Freunde zu einem spannenden Wettstreit heraus";
