"Beschreibung";"In War of the Ring: Second Edition, you will decide the fate of Middle-earth as either the Free Peoples or the Shadow Armies. As Sauron, you aim to crush resistance and find the One Ring. As the Free Peoples, your hope lies in escorting the Ring to Mount Doom while fending off assaults. Game turns revolve around action dice, allowing you to move armies, recruit forces, or influence the political landscape. Strategic use of event cards can change battles and tactics, making each game replayable and full of intrigue. <span class='filter-values' data-player-number='2' data-mechanics='areaControl areaControl' data-themes='fantasy war' ></span>";
"Tagline";"The Fellowship and the Free Peoples clash with Sauron over the fate of Middle-earth.";
"Thumbnail";"https://cf.geekdo-images.com/ImPgGag98W6gpV1KV812aA__thumb/img/X-lBBdG4uO6LT0y1vXxCN4jdR4M=/fit-in/200x150/filters:strip_icc()/pic1215633.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"0";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"187645";
"Name";"Star Wars: Rebellion <small>(2016)</small>";
"Beschreibung";"In Star Wars: Rebellion, you take control of either the imposing Galactic Empire or the valiant Rebel Alliance. Experience the struggle for the galaxy as you command fleets of starships, deploy troops, and execute strategic missions. Use your wits and resourcefulness to either crush the Rebel base or evade the Empire's mighty forces. The game's cinematic scope is filled with iconic characters and secret missions that bring epic Star Wars moments to life. Can you shape the fate of a galaxy far, far away? <span class='filter-values' data-player-number='2' data-mechanics='areaControl workerPlacement' data-themes='scifi war' ></span>";
"Tagline";"Strike from your hidden base as the Rebels—or find and destroy it as the Empire.";
"Thumbnail";"https://cf.geekdo-images.com/7SrPNGBKg9IIsP4UQpOi8g__thumb/img/gAxzddRVQiRdjZHYFUZ2xc5Jlbw=/fit-in/200x150/filters:strip_icc()/pic4325841.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"0";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"162886";
"Name";"Spirit Island <small>(2017)</small>";
"Beschreibung";"In Spirit Island, you become powerful spirits protecting your island home from invading colonizers. Collaborate with fellow spirits, each wielding unique elemental powers, to push back the intruders. Strategically choose energy and power cards to thwart the spread of blight across the island. The invaders expand and ravage the land, but with planning and teamwork, you'll grow stronger and repel them. Each turn requires forethought as you strike a balance between fast and slow actions to reclaim your territory. <span class='filter-values' data-player-number='1 2 3' data-mechanics='areaControl deckBuilding areaControl' data-themes='animals fantasy war' ></span>";
"Tagline";"Island Spirits join forces using elemental powers to defend their home from invaders.";
"Thumbnail";"https://cf.geekdo-images.com/kjCm4ZvPjIZxS-mYgSPy1g__thumb/img/aUlIih2_R7P8IYKeyNl2heLQbu8=/fit-in/200x150/filters:strip_icc()/pic7013651.jpg";
"-2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"291457";
"Name";"Gloomhaven: Jaws of the Lion <small>(2020)</small>";
"Beschreibung";"In Gloomhaven: Jaws of the Lion, you step into a rich fantasy world with unique characters like Valrath Red Guard and Inox Hatchet. You'll face 16 types of monsters over a 25-scenario campaign, uncovering dark secrets behind mysterious disappearances in the city. Transforming cardboard map tiles into a book offers easy gameplay setup, making it perfect for newcomers. The game simplifies learning with a tutorial and engages you with strategic cardplay and story-driven exploration. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='deckBuilding dungeonCrawler storytelling' data-themes='adventure fantasy war' ></span>";
"Tagline";"Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.";
"Thumbnail";"https://cf.geekdo-images.com/_HhIdavYW-hid20Iq3hhmg__thumb/img/OMkN_E5eyWrkID_cHCnQEbIixGM=/fit-in/200x150/filters:strip_icc()/pic5055631.jpg";
"-2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"397598";
"Name";"Dune: Imperium – Uprising <small>(2023)</small>";
"Beschreibung";"In Dune: Imperium – Uprising, you navigate the treacherous sands of Arrakis, balancing military might and political intrigue. Employ spies, secure vital contracts, and learn to ride the fearsome sandworms to gain the upper hand. This standalone expansion introduces a new six-player mode, pitting two teams against one another in a high-stakes struggle for dominance. It builds on the original's blend of deck-building and worker placement, offering fresh strategies and challenges. Will your alliance prevail? <span class='filter-values' data-player-number='3 4 6' data-mechanics='deckBuilding drafting workerPlacement' data-themes='politics scifi' ></span>";
"Tagline";"Compete in teams on Arrakis and learn to ride the sandworms.";
"Thumbnail";"https://cf.geekdo-images.com/UVUkjMV_Q2paVUIUP30Vvw__thumb/img/H6qmxJrRFjtOAPZOfDoZ480-46I=/fit-in/200x150/filters:strip_icc()/pic7664424.jpg";
"-1";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"0";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"2";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"220308";
"Name";"Gaia Project <small>(2017)</small>";
"Beschreibung";"&quot;Immerse yourself in the expansive universe of Gaia Project, where you take the role of one of 14 unique alien factions striving to expand across the stars. On a modular board representing different planetary systems, you'll terraform planets into your faction's preferred habitats, expand your reach, and develop advanced technologies. Balance strategic resource management with technological advancement to outmaneuver your opponents and claim victory in this epic space civilization builder. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='networks' data-themes='economy-infrastructure scifi' ></span>";
"Tagline";"Expand, research, upgrade, and settle the galaxy with one of 14 alien species.";
"Thumbnail";"https://cf.geekdo-images.com/hGWFm3hbMlCDsfCsauOQ4g__thumb/img/NNG7Ijyx4evp5gcVReis9i0koas=/fit-in/200x150/filters:strip_icc()/pic5375625.png";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"12333";
"Name";"Twilight Struggle <small>(2005)</small>";
"Beschreibung";"In Twilight Struggle, you dive into the tense geopolitics of the Cold War, playing as either the USA or USSR. You will strategically use cards to exert global influence, manage resources, and decide key historical events. The game is played over a world map where your every move must counter your opponent's strategies, all while avoiding nuclear escalation that could end the game abruptly. It's a battle of wits, reflecting the intricate dance of diplomacy and power during this historic period. <span class='filter-values' data-player-number='2' data-mechanics='areaControl' data-themes='politics war' ></span>";
"Tagline";"Relive the Cold War and rewrite history in an epic clash between the USA and USSR.";
"Thumbnail";"https://cf.geekdo-images.com/pNCiUUphnoeWOYfsWq0kng__thumb/img/p7alNkNy8Avm8UISmhYHCiMz5bE=/fit-in/200x150/filters:strip_icc()/pic3530661.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"182028";
"Name";"Through the Ages: A New Story of Civilization <small>(2015)</small>";
"Beschreibung";"Build your civilization from the ground up in Through the Ages: A New Story of Civilization. Manage resources as you lead your nation from antiquity to the modern age. Discover technologies, elect influential leaders, construct monumental wonders, and maintain a robust military. Balance is key—focus too heavily on one aspect, and you're vulnerable to opponents’ strategies. With a unique card drafting system, choose technologies wisely to outpace your rivals and claim victory with the most culture. <span class='filter-values' data-player-number='2 3 4' data-mechanics='auction cards drafting' data-themes='economy-infrastructure' ></span>";
"Tagline";"Rewrite history as you build up your civilization in this epic card drafting game!";
"Thumbnail";"https://cf.geekdo-images.com/fVwPntkJKgaEo0rIC0RwpA__thumb/img/31usGlzlBReEFf60bcgbvDTjwCg=/fit-in/200x150/filters:strip_icc()/pic2663291.jpg";
"-2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"84876";
"Name";"Die Burgen von Burgund <small>(2011)</small>";
"Beschreibung";"In &quot;Die Burgen von Burgund,&quot; you will step into the shoes of an aristocrat in medieval France and transform your small princedom into a prosperous estate. Through strategic tile placement, you will construct settlements, grand castles, trade along the river, and exploit silver mines. Dice rolls guide your actions, allowing you to expand your territory and earn victory points. With a blend of strategy and chance, this game is about balancing resource management and tactical decisions in your pursuit of success. <span class='filter-values' data-player-number='2 3 4' data-mechanics='drafting tilePlacement' data-themes='oldHistory animals' ></span>";
"Tagline";"Plan, trade, and build your Burgundian estate to prosperity and prominence.";
"Thumbnail";"https://cf.geekdo-images.com/sH2YTQ10dHj1ibfS-KKtGA__thumb/img/f5zFXdTcH9RNY0iMNBppd8D-_r0=/fit-in/200x150/filters:strip_icc()/pic8745814.jpg";
"0";"Difficulty (2 = easy)";
"0";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"193738";
"Name";"Great Western Trail <small>(2016)</small>";
"Beschreibung";"In Great Western Trail, you'll step into the boots of a 19th-century rancher navigating the wilds of America. Your goal is to guide your cattle from Texas to Kansas City efficiently. This journey isn't just about speed; you'll need to smartly utilize buildings along the trail and hire talented staff to improve your herd and infrastructure. Strategize your moves to earn the most money and victory points. Success depends on your ability to balance resources and adapt to changing conditions. <span class='filter-values' data-player-number='2 3 4' data-mechanics='deckBuilding' data-themes='animals economy-infrastructure newHistory' ></span>";
"Tagline";"Use strategic outposts and navigate danger as you herd your cattle to Kansas City.";
"Thumbnail";"https://cf.geekdo-images.com/u1l0gH7sb_vnvDvoO_QHqA__thumb/img/9lxFidyDb8j6D1vobx4e3UwZ-FI=/fit-in/200x150/filters:strip_icc()/pic4887376.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"246900";
"Name";"Eclipse: Second Dawn for the Galaxy <small>(2020)</small>";
"Beschreibung";"In Eclipse: Second Dawn for the Galaxy, you control an interstellar civilization seeking to surpass rivals in the galaxy. You'll explore star systems, research advanced technologies, and assemble powerful fleets for potential conflicts. With multiple victory paths, you'll craft your strategy based on your species' strengths, adapting to opposing civilizations. The game stands out with its dynamic system, modular board, and a refined balance of diplomacy and warfare. <span class='filter-values' data-player-number='2 3 4 5 6' data-mechanics='areaControl areaControl' data-themes='adventure economy-infrastructure scifi war' ></span>";
"Tagline";"Build an interstellar civilization by exploration, research, conquest, and diplomacy.";
"Thumbnail";"https://cf.geekdo-images.com/Oh3kHw6lweg6ru71Q16h2Q__thumb/img/e9XZdQe1ZcPpaq4Gy31OoWBB_V0=/fit-in/200x150/filters:strip_icc()/pic5235277.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"1";"Language Dependence (2 = no text)";
"1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"169786";
"Name";"Scythe <small>(2016)</small>";
"Beschreibung";"In Scythe, you enter a dieselpunk 1920s Europe, where five factions vie for control of new lands around the enigmatic Factory. You will build your unique engine, managing resources like power and popularity, while enlisting recruits and deploying mighty mechs. The game’s engaging mechanics let you develop your faction’s abilities and expand your territory without player elimination. With strategic choices dictating combat outcomes, this game rewards careful planning and adaptation. <span class='filter-values' data-player-number='3 4 5' data-mechanics='areaControl areaControl' data-themes='economy-infrastructure scifi war' ></span>";
"Tagline";"Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe.";
"Thumbnail";"https://cf.geekdo-images.com/7k_nOxpO9OGIjhLq2BUZdA__thumb/img/eQ69OEDdjYjfKg6q5Navee87skU=/fit-in/200x150/filters:strip_icc()/pic3163924.jpg";
"-1";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"173346";
"Name";"7 Wonders Duel <small>(2015)</small>";
"Beschreibung";"In 7 Wonders Duel, you engage in a battle of wits as you and your opponent build rival civilizations. Played over three ages, you strategically draft cards from a pyramid structure, managing resources to construct prestigious wonders. Timing is key, as accessible cards change dynamically. You may win through military conquest, scientific dominance, or by amassing the most points. Unique mechanics and intense face-offs make this two-player game a thrilling adaptation of its parent game. <span class='filter-values' data-player-number='2' data-mechanics='cards drafting' data-themes='oldHistory economy-infrastructure' ></span>";
"Tagline";"Science? Military? What will you draft to win this head-to-head version of 7 Wonders?";
"Thumbnail";"https://cf.geekdo-images.com/zdagMskTF7wJBPjX74XsRw__thumb/img/gV1-ckZSIC-dCxxpq1Y7GmPITzQ=/fit-in/200x150/filters:strip_icc()/pic2576399.jpg";
"1";"Difficulty (2 = easy)";
"2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"28720";
"Name";"Brass: Lancashire <small>(2007)</small>";
"Beschreibung";"In Brass: Lancashire, you will step into the shoes of a cotton entrepreneur during the Industrial Revolution. Your goal is to build and expand your network through the canal and rail phases in Lancashire. Strategically manage your resources and cards to build industries, connect towns, and fulfill the demand for iron, coal, and cotton. The game is won by scoring the most victory points through careful planning and execution across two distinct phases. Can you master the economic challenges and emerge as the most successful industrialist? <span class='filter-values' data-player-number='2 3 4' data-mechanics='networks' data-themes='economy-infrastructure newHistory' ></span>";
"Tagline";"Test your economic mettle as you build and network in the Industrial Revolution.";
"Thumbnail";"https://cf.geekdo-images.com/tHVtPzu82mBpeQbbZkV6EA__thumb/img/AghH1bAEhqzvyRcP3cy5G-rz0So=/fit-in/200x150/filters:strip_icc()/pic3469216.jpg";
"-2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"295770";
"Name";"Frosthaven <small>(2022)</small>";
"Beschreibung";"In Frosthaven, you will lead a band of mercenaries to safeguard and rebuild a dilapidated northern outpost. Engage in an epic campaign with over 100 scenarios, battling enemies like Algox and Lurkers in a frozen wilderness. With new characters and items, this game challenges you to manage your resources wisely, craft weapons, and expand your settlement. Enjoy cooperative gameplay, solve mysteries, and explore unknown territories, all while dealing with evolving narratives that test your strategies. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='deckBuilding dungeonCrawler' data-themes='adventure fantasy war' ></span>";
"Tagline";"Adventure in the frozen north and build up your outpost throughout an epic campaign.";
"Thumbnail";"https://cf.geekdo-images.com/cwUgf-f-qwri8UHBUnifuQ__thumb/img/3o2Hc_N5mmfpOt8s9kP0ap8Jti8=/fit-in/200x150/filters:strip_icc()/pic5092291.png";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"167355";
"Name";"Nemesis <small>(2018)</small>";
"Beschreibung";"In Nemesis, you face the ultimate sci-fi survival horror as you navigate a spaceship overrun with aliens. You take on the role of a crew member, each with unique skills and personal objectives. To survive, you must balance cooperation and betrayal, contend with evolving threats, and complete one of your secret goals before safely reaching Earth. Every decision counts, as the ship's condition and your companions' hidden agendas constantly change the stakes. Challenge your wits against the unknown. <span class='filter-values' data-player-number='2 3 4 5' data-mechanics='dungeonCrawler' data-themes='adventure horror scifi' ></span>";
"Tagline";"Survive an alien-infested spaceship, but beware of other players and their agendas!";
"Thumbnail";"https://cf.geekdo-images.com/4KSmlm59w0GwLIlgDnJDAQ__thumb/img/P20AxSqNHOEM5qT_doqeeE7JAHQ=/fit-in/200x150/filters:strip_icc()/pic8211747.png";
"-1";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"266507";
"Name";"Clank! Legacy: Acquisitions Incorporated <small>(2019)</small>";
"Beschreibung";"In Clank! Legacy: Acquisitions Incorporated, you embark on a thrilling adventure where deck-building meets legacy gameplay. Establish your own franchise within the famous adventuring company, Acquisitions Incorporated. Over several sessions, your board, deck, and world evolve, creating a unique experience for your group. Navigate quests, face challenges, and make impactful choices. Your cunning and boldness could lead your team to become legendary treasure-hunters. <span class='filter-values' data-player-number='2 3 4' data-mechanics='deckBuilding drafting dungeonCrawler' data-themes='adventure fantasy' ></span>";
"Tagline";"&quot;Go forth, be bold, and ACQUIRE!&quot; in this campaign version of &quot;Clank!&quot;";
"Thumbnail";"https://cf.geekdo-images.com/hc2NDafu5c24iLJh_IZmyg__thumb/img/8TA1Gn7jERN4yhtXD-xBCGk-QfM=/fit-in/200x150/filters:strip_icc()/pic4885780.png";
"0";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"177736";
"Name";"A Feast for Odin <small>(2016)</small>";
"Beschreibung";"In A Feast for Odin, you will immerse yourself in the life of Vikings, balancing exploration, raiding, farming, and crafting. Through strategic worker placement, you'll gather resources and expand your village, aiming to increase your wealth and secure your place in history. With numerous paths to victory and a unique puzzle mechanic involving tiles, each game session offers a fresh challenge as you decide how best to thrive in the harsh Scandinavian world. Engage in this epic strategy to lead your clan to glory. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='tilePlacement workerPlacement' data-themes='oldHistory animals economy-infrastructure' ></span>";
"Tagline";"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.";
"Thumbnail";"https://cf.geekdo-images.com/s9oGMCo1fcfV4Dk3EnqLZw__thumb/img/AKxMMz2DTbBrEynhDROla8fdjJ4=/fit-in/200x150/filters:strip_icc()/pic3146943.png";
"-2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"124361";
"Name";"Concordia <small>(2013)</small>";
"Beschreibung";"In Concordia, you'll guide a Roman dynasty aiming to build a vast trade empire around the Mediterranean. With no dice or cards dictating your fate, it's your strategic abilities that will help you expand. Send colonists to develop cities, produce essential goods, and appease the gods for victory points. Keep a close eye on your opponents while expanding your trade network and choosing actions wisely from your hand of cards, each critical for gaining victory points and emerging triumphant. <span class='filter-values' data-player-number='2 3 4 5' data-mechanics='deckBuilding drafting networks' data-themes='oldHistory economy-infrastructure nautical' ></span>";
"Tagline";"Traders compete to build the greatest empire in the Roman Mediterranean.";
"Thumbnail";"https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__thumb/img/ESPSltYYSFK-aJw6jOTdQrJGpOc=/fit-in/200x150/filters:strip_icc()/pic3453267.jpg";
"0";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
